Title="Input data for auralization"
Variables="Freq","Level"
##########################################
# retarded time	=      5.2021
# source time	=      0.1000
# speed of sound=    342.4376
# xpos	=  -1697.6000
# ypos	=      0.1000
# alt	=    414.4000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     32.5427
# phiy  =      0.0000
# dist  =   1747.1634
# distxy=   1697.6000
# vel   =     86.0000
# n1    =     89.8520
##########################################
ZONE T="time=        5.20 airframe broadband" I=31 F=POINT
     25.7872     91.0434
     32.2339     91.0434
     40.6148     91.0434
     51.5743     91.0434
     64.4679     91.0434
     81.2295     94.0906
    103.1486     97.2621
    128.9358    100.2554
    161.1697    103.2937
    206.2973    106.7331
    257.8716    109.9434
    322.3395    113.2856
    406.1477    116.9245
    515.7432    119.3744
    644.6789    123.1016
    812.2955    127.8162
   1031.4863    126.0419
   1289.3579    123.4231
   1611.6973    123.8685
   2062.9726    122.2211
   2578.7158    119.2114
   3223.3947    116.2372
   4061.4773    113.1816
   5157.4315    110.0401
   6446.7894    107.1156
   8122.9546    104.0932
  10314.8630    100.9734
  12893.5788     98.0617
  16116.9734     95.1517
  20629.7260     91.9335
  25787.1575     89.0251
ZONE T="time=        9.05  fan harmonics" I=5 F=POINT
   3480.6033    138.9436
   6961.2067    130.5916
  10441.8100    115.7765
  13922.4134    106.7765
  17403.0167     97.7765
##########################################
# retarded time	=      9.1222
# source time	=      5.2000
# speed of sound=    342.3402
# xpos	=  -1259.8000
# ypos	=      0.1000
# alt	=    465.8000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     38.9597
# phiy  =      0.0000
# dist  =   1342.7394
# distxy=   1259.8000
# vel   =     86.0000
# n1    =     90.0229
##########################################
ZONE T="time=        9.12 airframe broadband" I=31 F=POINT
     25.7834    100.6034
     32.2292    101.5725
     40.6089    102.5762
     51.5668    103.6137
     64.4585    104.5828
     81.2177    105.5865
    103.1336    106.6240
    128.9170    107.5931
    161.1462    108.5622
    206.2672    108.8966
    257.8340    108.9406
    322.2925    108.6755
    406.0885    107.8683
    515.6680    106.8308
    644.5849    105.8617
    812.1770    104.8580
   1031.3359    103.8205
   1289.1699    102.8514
   1611.4624    101.8823
   2062.6718    100.8102
   2578.3398     99.8411
   3222.9247     98.8720
   4060.8851     97.8683
   5156.6795     96.8308
   6445.8494     95.8617
   8121.7703     94.8580
  10313.3591     93.8205
  12891.6989     92.8514
  16114.6236     91.8823
  20626.7182     90.8102
  25783.3977     89.8411
ZONE T="time=        9.12 engine broadband (no buzzsaw)" I=31 F=POINT
     25.7834    116.7726
     32.2292    116.7726
     40.6089    116.7726
     51.5668    116.7726
     64.4585    116.7726
     81.2177    117.7138
    103.1336    118.5026
    128.9170    119.0625
    161.1462    119.4329
    206.2672    119.6804
    257.8340    119.6917
    322.2925    119.5860
    406.0885    119.3071
    515.6680    118.7736
    644.5849    118.1606
    812.1770    117.5313
   1031.3359    116.8906
   1289.1699    116.4271
   1611.4624    116.3361
   2062.6718    116.8470
   2578.3398    117.7625
   3222.9247    118.8384
   4060.8851    119.9009
   5156.6795    120.7882
   6445.8494    121.3360
   8121.7703    121.5782
  10313.3591    121.4597
  12891.6989    121.0054
  16114.6236    120.2128
  20626.7182    118.9369
  25783.3977    117.4244
ZONE T="time=        9.12 engine buzzsaw noise" I=31 F=POINT
     25.7834     91.0629
     32.2292     91.0629
     40.6089     91.0629
     51.5668     91.0629
     64.4585     91.0629
     81.2177     94.1100
    103.1336     97.2814
    128.9170    100.2746
    161.1462    103.3126
    206.2672    106.7516
    257.8340    109.9614
    322.2925    113.3028
    406.0885    116.9408
    515.6680    119.3876
    644.5849    123.1127
    812.1770    127.8267
   1031.3359    126.0542
   1289.1699    123.4347
   1611.4624    123.8795
   2062.6718    122.2329
   2578.3398    119.2232
   3222.9247    116.2491
   4060.8851    113.1935
   5156.6795    110.0519
   6445.8494    107.1275
   8121.7703    104.1050
  10313.3591    100.9852
  12891.6989     98.0736
  16114.6236     95.1635
  20626.7182     91.9453
  25783.3977     89.0369
ZONE T="time=        9.12  fan harmonics" I=5 F=POINT
   3480.2504    138.9409
   6960.5007    130.5960
  10440.7511    115.7749
  13921.0014    106.7749
  17401.2518     97.7749
##########################################
# retarded time	=      9.2946
# source time	=      5.4000
# speed of sound=    342.3377
# xpos	=  -1249.2000
# ypos	=      0.1000
# alt	=    467.1000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     39.1698
# phiy  =      0.0000
# dist  =   1333.2530
# distxy=   1249.2000
# vel   =     86.0000
# n1    =     90.0272
##########################################
ZONE T="time=        9.29 airframe broadband" I=31 F=POINT
     25.7696    100.5940
     32.2120    101.5631
     40.5872    102.5668
     51.5393    103.6043
     64.4241    104.5734
     81.1743    105.5771
    103.0785    106.6146
    128.8481    107.5837
    161.0602    108.5528
    206.1570    108.8872
    257.6963    108.9312
    322.1203    108.6660
    405.8716    107.8588
    515.3925    106.8213
    644.2407    105.8522
    811.7432    104.8485
   1030.7851    103.8110
   1288.4813    102.8419
   1610.6017    101.8728
   2061.5701    100.8007
   2576.9626     99.8316
   3221.2033     98.8625
   4058.7162     97.8588
   5153.9253     96.8213
   6442.4066     95.8522
   8117.4323     94.8485
  10307.8506     93.8110
  12884.8132     92.8419
  16106.0165     91.8728
  20615.7012     90.8007
  25769.6265     89.8316
ZONE T="time=        9.29 engine broadband (no buzzsaw)" I=31 F=POINT
     25.7696    116.7804
     32.2120    116.7804
     40.5872    116.7804
     51.5393    116.7804
     64.4241    116.7804
     81.1743    117.7216
    103.0785    118.5104
    128.8481    119.0703
    161.0602    119.4407
    206.1570    119.6882
    257.6963    119.6996
    322.1203    119.5939
    405.8716    119.3150
    515.3925    118.7815
    644.2407    118.1685
    811.7432    117.5391
   1030.7851    116.8980
   1288.4813    116.4340
   1610.6017    116.3419
   2061.5701    116.8515
   2576.9626    117.7659
   3221.2033    118.8411
   4058.7162    119.9033
   5153.9253    120.7904
   6442.4066    121.3382
   8117.4323    121.5803
  10307.8506    121.4619
  12884.8132    121.0076
  16106.0165    120.2152
  20615.7012    118.9393
  25769.6265    117.4268
ZONE T="time=        9.29 engine buzzsaw noise" I=31 F=POINT
     25.7696     91.1282
     32.2120     91.1282
     40.5872     91.1282
     51.5393     91.1282
     64.4241     91.1282
     81.1743     94.1752
    103.0785     97.3465
    128.8481    100.3394
    161.0602    103.3772
    206.1570    106.8157
    257.6963    110.0249
    322.1203    113.3656
    405.8716    117.0026
    515.3925    119.4460
    644.2407    123.1688
    811.7432    127.8823
   1030.7851    126.1115
   1288.4813    123.4914
   1610.6017    123.9355
   2061.5701    122.2899
   2576.9626    119.2802
   3221.2033    116.3061
   4058.7162    113.2504
   5153.9253    110.1089
   6442.4066    107.1844
   8117.4323    104.1620
  10307.8506    101.0422
  12884.8132     98.1306
  16106.0165     95.2205
  20615.7012     92.0023
  25769.6265     89.0939
ZONE T="time=        9.29  fan harmonics" I=5 F=POINT
   3478.5588    138.9354
   6957.1175    130.6158
  10435.6763    115.7734
  13914.2351    106.7734
  17392.7939     97.7734
##########################################
# retarded time	=      9.3665
# source time	=      5.5000
# speed of sound=    342.3354
# xpos	=  -1238.5000
# ypos	=      0.1000
# alt	=    468.3000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     39.5267
# phiy  =      0.0000
# dist  =   1323.6558
# distxy=   1238.5000
# vel   =     86.0000
# n1    =     90.0312
##########################################
ZONE T="time=        9.37 airframe broadband" I=31 F=POINT
     25.7460    100.5778
     32.1825    101.5469
     40.5499    102.5506
     51.4920    103.5881
     64.3650    104.5572
     81.0999    105.5609
    102.9839    106.5984
    128.7299    107.5675
    160.9124    108.5366
    205.9679    108.8710
    257.4598    108.9150
    321.8248    108.6499
    405.4993    107.8427
    514.9197    106.8052
    643.6496    105.8361
    810.9985    104.8324
   1029.8394    103.7949
   1287.2992    102.8258
   1609.1240    101.8567
   2059.6787    100.7846
   2574.5984     99.8155
   3218.2480     98.8464
   4054.9925     97.8427
   5149.1968     96.8052
   6436.4960     95.8361
   8109.9850     94.8324
  10298.3937     93.7949
  12872.9921     92.8258
  16091.2401     91.8567
  20596.7873     90.7846
  25745.9842     89.8155
ZONE T="time=        9.37 engine broadband (no buzzsaw)" I=31 F=POINT
     25.7460    116.7932
     32.1825    116.7932
     40.5499    116.7932
     51.4920    116.7932
     64.3650    116.7932
     81.0999    117.7343
    102.9839    118.5231
    128.7299    119.0829
    160.9124    119.4532
    205.9679    119.7006
    257.4598    119.7119
    321.8248    119.6061
    405.4993    119.3272
    514.9197    118.7936
    643.6496    118.1805
    810.9985    117.5509
   1029.8394    116.9094
   1287.2992    116.4445
   1609.1240    116.3511
   2059.6787    116.8590
   2574.5984    117.7721
   3218.2480    118.8465
   4054.9925    119.9081
   5149.1968    120.7950
   6436.4960    121.3427
   8109.9850    121.5848
  10298.3937    121.4664
  12872.9921    121.0122
  16091.2401    120.2198
  20596.7873    118.9440
  25745.9842    117.4316
ZONE T="time=        9.37 engine buzzsaw noise" I=31 F=POINT
     25.7460     91.2374
     32.1825     91.2374
     40.5499     91.2374
     51.4920     91.2374
     64.3650     91.2374
     81.0999     94.2843
    102.9839     97.4555
    128.7299    100.4482
    160.9124    103.4857
    205.9679    106.9238
    257.4598    110.1325
    321.8248    113.4724
    405.4993    117.1085
    514.9197    119.5488
    643.6496    123.2694
    810.9985    127.9824
   1029.8394    126.2133
   1287.2992    123.5927
   1609.1240    124.0361
   2059.6787    122.3915
   2574.5984    119.3817
   3218.2480    116.4076
   4054.9925    113.3519
   5149.1968    110.2104
   6436.4960    107.2859
   8109.9850    104.2635
  10298.3937    101.1437
  12872.9921     98.2320
  16091.2401     95.3220
  20596.7873     92.1038
  25745.9842     89.1954
ZONE T="time=        9.37  fan harmonics" I=5 F=POINT
   3475.5216    138.9275
   6951.0433    130.6508
  10426.5649    115.7723
  13902.0865    106.7723
  17377.6082     97.7723
##########################################
# retarded time	=      9.4387
# source time	=      5.6000
# speed of sound=    342.3330
# xpos	=  -1227.8000
# ypos	=      0.1000
# alt	=    469.6000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     39.9152
# phiy  =      0.0000
# dist  =   1314.1124
# distxy=   1227.8000
# vel   =     86.0000
# n1    =     90.0355
##########################################
ZONE T="time=        9.44 airframe broadband" I=31 F=POINT
     25.7200    100.5601
     32.1500    101.5292
     40.5089    102.5329
     51.4399    103.5704
     64.2999    104.5395
     81.0179    105.5432
    102.8798    106.5807
    128.5998    107.5498
    160.7498    108.5189
    205.7597    108.8533
    257.1996    108.8973
    321.4995    108.6321
    405.0894    107.8249
    514.3992    106.7874
    642.9990    105.8183
    810.1787    104.8146
   1028.7984    103.7771
   1285.9980    102.8080
   1607.4975    101.8389
   2057.5968    100.7668
   2571.9960     99.7977
   3214.9950     98.8286
   4050.8937     97.8249
   5143.9920     96.7874
   6429.9900     95.8183
   8101.7874     94.8146
  10287.9840     93.7771
  12859.9800     92.8080
  16074.9750     91.8389
  20575.9680     90.7668
  25719.9600     89.7977
ZONE T="time=        9.44 engine broadband (no buzzsaw)" I=31 F=POINT
     25.7200    116.8072
     32.1500    116.8072
     40.5089    116.8072
     51.4399    116.8072
     64.2999    116.8072
     81.0179    117.7482
    102.8798    118.5369
    128.5998    119.0966
    160.7498    119.4669
    205.7597    119.7142
    257.1996    119.7255
    321.4995    119.6196
    405.0894    119.3405
    514.3992    118.8069
    642.9990    118.1937
    810.1787    117.5638
   1028.7984    116.9219
   1285.9980    116.4561
   1607.4975    116.3613
   2057.5968    116.8673
   2571.9960    117.7791
   3214.9950    118.8525
   4050.8937    119.9136
   5143.9920    120.8002
   6429.9900    121.3478
   8101.7874    121.5899
  10287.9840    121.4715
  12859.9800    121.0174
  16074.9750    120.2250
  20575.9680    118.9493
  25719.9600    117.4370
ZONE T="time=        9.44 engine buzzsaw noise" I=31 F=POINT
     25.7200     91.3562
     32.1500     91.3562
     40.5089     91.3562
     51.4399     91.3562
     64.2999     91.3562
     81.0179     94.4030
    102.8798     97.5741
    128.5998    100.5666
    160.7498    103.6039
    205.7597    107.0415
    257.1996    110.2496
    321.4995    113.5888
    405.0894    117.2239
    514.3992    119.6608
    642.9990    123.3791
    810.1787    128.0915
   1028.7984    126.3242
   1285.9980    123.7029
   1607.4975    124.1456
   2057.5968    122.5020
   2571.9960    119.4923
   3214.9950    116.5181
   4050.8937    113.4624
   5143.9920    110.3209
   6429.9900    107.3964
   8101.7874    104.3740
  10287.9840    101.2542
  12859.9800     98.3426
  16074.9750     95.4325
  20575.9680     92.2143
  25719.9600     89.3059
ZONE T="time=        9.44  fan harmonics" I=5 F=POINT
   3472.1755    138.9189
   6944.3510    130.6889
  10416.5265    115.7711
  13888.7020    106.7711
  17360.8776     97.7711
##########################################
# retarded time	=      9.6111
# source time	=      5.8000
# speed of sound=    342.3307
# xpos	=  -1217.2000
# ypos	=      0.1000
# alt	=    470.8000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     40.1304
# phiy  =      0.0000
# dist  =   1304.6455
# distxy=   1217.2000
# vel   =     86.0000
# n1    =     90.0395
##########################################
ZONE T="time=        9.61 airframe broadband" I=31 F=POINT
     25.7055    100.5501
     32.1318    101.5192
     40.4861    102.5229
     51.4109    103.5604
     64.2636    104.5295
     80.9722    105.5332
    102.8218    106.5707
    128.5273    107.5398
    160.6591    108.5089
    205.6436    108.8433
    257.0545    108.8873
    321.3182    108.6221
    404.8609    107.8149
    514.1090    106.7774
    642.6363    105.8083
    809.7218    104.8046
   1028.2181    103.7671
   1285.2726    102.7980
   1606.5908    101.8289
   2056.4362    100.7568
   2570.5452     99.7877
   3213.1816     98.8186
   4048.6088     97.8149
   5141.0905     96.7774
   6426.3631     95.8083
   8097.2175     94.8046
  10282.1810     93.7671
  12852.7262     92.7980
  16065.9078     91.8289
  20564.3620     90.7568
  25705.4525     89.7877
ZONE T="time=        9.61 engine broadband (no buzzsaw)" I=31 F=POINT
     25.7055    116.8153
     32.1318    116.8153
     40.4861    116.8153
     51.4109    116.8153
     64.2636    116.8153
     80.9722    117.7563
    102.8218    118.5450
    128.5273    119.1047
    160.6591    119.4750
    205.6436    119.7222
    257.0545    119.7336
    321.3182    119.6277
    404.8609    119.3486
    514.1090    118.8149
    642.6363    118.2015
    809.7218    117.5711
   1028.2181    116.9277
   1285.2726    116.4590
   1606.5908    116.3592
   2056.4362    116.8584
   2570.5452    117.7650
   3213.1816    118.8349
   4048.6088    119.8939
   5141.0905    120.7794
   6426.3631    121.3264
   8097.2175    121.5682
  10282.1810    121.4496
  12852.7262    120.9954
  16065.9078    120.2031
  20564.3620    118.9274
  25705.4525    117.4153
ZONE T="time=        9.61 engine buzzsaw noise" I=31 F=POINT
     25.7055     91.4098
     32.1318     91.4098
     40.4861     91.4098
     51.4109     91.4098
     64.2636     91.4098
     80.9722     94.4566
    102.8218     97.6275
    128.5273    100.6198
    160.6591    103.6568
    205.6436    107.0940
    257.0545    110.3016
    321.3182    113.6401
    404.8609    117.2743
    514.1090    119.7081
    642.6363    123.4242
    809.7218    128.1361
   1028.2181    126.3705
   1285.2726    123.7486
   1606.5908    124.1907
   2056.4362    122.5480
   2570.5452    119.5382
   3213.1816    116.5641
   4048.6088    113.5084
   5141.0905    110.3668
   6426.3631    107.4424
   8097.2175    104.4199
  10282.1810    101.3001
  12852.7262     98.3885
  16065.9078     95.4784
  20564.3620     92.2602
  25705.4525     89.3518
ZONE T="time=        9.61  fan harmonics" I=5 F=POINT
   3470.3710    138.9010
   6940.7420    130.6447
  10411.1131    115.7542
  13881.4841    106.7542
  17351.8551     97.7542
##########################################
# retarded time	=      9.6833
# source time	=      5.9000
# speed of sound=    342.3282
# xpos	=  -1206.5000
# ypos	=      0.1000
# alt	=    472.1000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     40.1836
# phiy  =      0.0000
# dist  =   1295.1406
# distxy=   1206.5000
# vel   =     86.0000
# n1    =     90.0438
##########################################
ZONE T="time=        9.68 airframe broadband" I=31 F=POINT
     25.7019    100.5475
     32.1274    101.5166
     40.4805    102.5203
     51.4038    103.5578
     64.2548    104.5269
     80.9610    105.5306
    102.8076    106.5681
    128.5095    107.5372
    160.6369    108.5063
    205.6153    108.8407
    257.0191    108.8847
    321.2739    108.6195
    404.8051    107.8123
    514.0382    106.7748
    642.5477    105.8057
    809.6101    104.8020
   1028.0764    103.7645
   1285.0954    102.7954
   1606.3693    101.8263
   2056.1527    100.7542
   2570.1909     99.7851
   3212.7386     98.8160
   4048.0507     97.8123
   5140.3818     96.7748
   6425.4772     95.8057
   8096.1013     94.8020
  10280.7636     93.7645
  12850.9545     92.7954
  16063.6931     91.8263
  20561.5272     90.7542
  25701.9090     89.7851
ZONE T="time=        9.68 engine broadband (no buzzsaw)" I=31 F=POINT
     25.7019    116.8178
     32.1274    116.8178
     40.4805    116.8178
     51.4038    116.8178
     64.2548    116.8178
     80.9610    117.7589
    102.8076    118.5477
    128.5095    119.1076
    160.6369    119.4779
    205.6153    119.7253
    257.0191    119.7367
    321.2739    119.6309
    404.8051    119.3520
    514.0382    118.8183
    642.5477    118.2049
    809.6101    117.5743
   1028.0764    116.9303
   1285.0954    116.4602
   1606.3693    116.3581
   2056.1527    116.8542
   2570.1909    117.7584
   3212.7386    118.8267
   4048.0507    119.8848
   5140.3818    120.7697
   6425.4772    121.3166
   8096.1013    121.5582
  10280.7636    121.4396
  12850.9545    120.9854
  16063.6931    120.1932
  20561.5272    118.9176
  25701.9090    117.4055
ZONE T="time=        9.68 engine buzzsaw noise" I=31 F=POINT
     25.7019     91.4227
     32.1274     91.4227
     40.4805     91.4227
     51.4038     91.4227
     64.2548     91.4227
     80.9610     94.4694
    102.8076     97.6401
    128.5095    100.6323
    160.6369    103.6691
    205.6153    107.1058
    257.0191    110.3128
    321.2739    113.6505
    404.8051    117.2837
    514.0382    119.7141
    642.5477    123.4279
    809.6101    128.1393
   1028.0764    126.3754
   1285.0954    123.7529
   1606.3693    124.1943
   2056.1527    122.5526
   2570.1909    119.5428
   3212.7386    116.5687
   4048.0507    113.5130
   5140.3818    110.3714
   6425.4772    107.4470
   8096.1013    104.4245
  10280.7636    101.3047
  12850.9545     98.3931
  16063.6931     95.4830
  20561.5272     92.2648
  25701.9090     89.3564
ZONE T="time=        9.68  fan harmonics" I=5 F=POINT
   3470.0594    138.8931
   6940.1189    130.6221
  10410.1783    115.7461
  13880.2378    106.7461
  17350.2972     97.7461
##########################################
# retarded time	=      9.7555
# source time	=      6.0000
# speed of sound=    342.3260
# xpos	=  -1195.8000
# ypos	=      0.1000
# alt	=    473.3000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     40.4068
# phiy  =      0.0000
# dist  =   1285.6189
# distxy=   1195.8000
# vel   =     86.0000
# n1    =     90.0478
##########################################
ZONE T="time=        9.76 airframe broadband" I=31 F=POINT
     25.6867    100.5371
     32.1084    101.5062
     40.4566    102.5099
     51.3735    103.5474
     64.2169    104.5165
     80.9132    105.5202
    102.7470    106.5577
    128.4337    107.5268
    160.5421    108.4959
    205.4940    108.8303
    256.8674    108.8743
    321.0843    108.6091
    404.5662    107.8019
    513.7349    106.7644
    642.1686    105.7953
    809.1324    104.7916
   1027.4698    103.7541
   1284.3372    102.7850
   1605.4215    101.8159
   2054.9395    100.7438
   2568.6744     99.7747
   3210.8430     98.8056
   4045.6621     97.8019
   5137.3488     96.7644
   6421.6859     95.7953
   8091.3243     94.7916
  10274.6975     93.7541
  12843.3719     92.7850
  16054.2149     91.8159
  20549.3950     90.7438
  25686.7438     89.7747
ZONE T="time=        9.76 engine broadband (no buzzsaw)" I=31 F=POINT
     25.6867    116.8262
     32.1084    116.8262
     40.4566    116.8262
     51.3735    116.8262
     64.2169    116.8262
     80.9132    117.7673
    102.7470    118.5561
    128.4337    119.1160
    160.5421    119.4863
    205.4940    119.7337
    256.8674    119.7451
    321.0843    119.6393
    404.5662    119.3603
    513.7349    118.8266
    642.1686    118.2129
    809.1324    117.5814
   1027.4698    116.9351
   1284.3372    116.4604
   1605.4215    116.3505
   2054.9395    116.8361
   2568.6744    117.7321
   3210.8430    118.7948
   4045.6621    119.8494
   5137.3488    120.7325
   6421.6859    121.2784
   8091.3243    121.5195
  10274.6975    121.4006
  12843.3719    120.9463
  16054.2149    120.1540
  20549.3950    118.8785
  25686.7438    117.3666
ZONE T="time=        9.76 engine buzzsaw noise" I=31 F=POINT
     25.6867     91.4694
     32.1084     91.4694
     40.4566     91.4694
     51.3735     91.4694
     64.2169     91.4694
     80.9132     94.5160
    102.7470     97.6867
    128.4337    100.6787
    160.5421    103.7152
    205.4940    107.1515
    256.8674    110.3579
    321.0843    113.6949
    404.5662    117.3272
    513.7349    119.7545
    642.1686    123.4662
    809.1324    128.1771
   1027.4698    126.4148
   1284.3372    123.7917
   1605.4215    124.2325
   2054.9395    122.5917
   2568.6744    119.5819
   3210.8430    116.6077
   4045.6621    113.5520
   5137.3488    110.4105
   6421.6859    107.4860
   8091.3243    104.4636
  10274.6975    101.3437
  12843.3719     98.4321
  16054.2149     95.5220
  20549.3950     92.3038
  25686.7438     89.3954
ZONE T="time=        9.76  fan harmonics" I=5 F=POINT
   3468.1659    138.8662
   6936.3317    130.5329
  10404.4976    115.7181
  13872.6635    106.7181
  17340.8294     97.7181
##########################################
# retarded time	=      9.8279
# source time	=      6.1000
# speed of sound=    342.3235
# xpos	=  -1185.1000
# ypos	=      0.1000
# alt	=    474.6000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     40.6375
# phiy  =      0.0000
# dist  =   1276.1542
# distxy=   1185.1000
# vel   =     86.0000
# n1    =     90.0522
##########################################
ZONE T="time=        9.83 airframe broadband" I=31 F=POINT
     25.6710    100.5262
     32.0887    101.4953
     40.4318    102.4990
     51.3419    103.5365
     64.1774    104.5056
     80.8636    105.5093
    102.6839    106.5468
    128.3549    107.5159
    160.4436    108.4850
    205.3678    108.8194
    256.7097    108.8634
    320.8872    108.5982
    404.3178    107.7910
    513.4195    106.7535
    641.7743    105.7844
    808.6357    104.7807
   1026.8389    103.7432
   1283.5487    102.7741
   1604.4358    101.8050
   2053.6778    100.7329
   2567.0973     99.7638
   3208.8716     98.7947
   4043.1783     97.7910
   5134.1946     96.7535
   6417.7433     95.7844
   8086.3565     94.7807
  10268.3892     93.7432
  12835.4865     92.7741
  16044.3582     91.8050
  20536.7785     90.7329
  25670.9731     89.7638
ZONE T="time=        9.83 engine broadband (no buzzsaw)" I=31 F=POINT
     25.6710    116.8350
     32.0887    116.8350
     40.4318    116.8350
     51.3419    116.8350
     64.1774    116.8350
     80.8636    117.7761
    102.6839    118.5649
    128.3549    119.1248
    160.4436    119.4951
    205.3678    119.7425
    256.7097    119.7540
    320.8872    119.6481
    404.3178    119.3691
    513.4195    118.8353
    641.7743    118.2213
    808.6357    117.5889
   1026.8389    116.9403
   1283.5487    116.4608
   1604.4358    116.3429
   2053.6778    116.8176
   2567.0973    117.7051
   3208.8716    118.7620
   4043.1783    119.8130
   5134.1946    120.6941
   6417.7433    121.2390
   8086.3565    121.4796
  10268.3892    121.3604
  12835.4865    120.9060
  16044.3582    120.1137
  20536.7785    118.8383
  25670.9731    117.3265
ZONE T="time=        9.83 engine buzzsaw noise" I=31 F=POINT
     25.6710     91.5178
     32.0887     91.5178
     40.4318     91.5178
     51.3419     91.5178
     64.1774     91.5178
     80.8636     94.5644
    102.6839     97.7349
    128.3549    100.7267
    160.4436    103.7629
    205.3678    107.1988
    256.7097    110.4046
    320.8872    113.7409
    404.3178    117.3722
    513.4195    119.7961
    641.7743    123.5054
    808.6357    128.2157
   1026.8389    126.4553
   1283.5487    123.8316
   1604.4358    124.2716
   2053.6778    122.6318
   2567.0973    119.6220
   3208.8716    116.6478
   4043.1783    113.5921
   5134.1946    110.4506
   6417.7433    107.5261
   8086.3565    104.5037
  10268.3892    101.3838
  12835.4865     98.4722
  16044.3582     95.5621
  20536.7785     92.3439
  25670.9731     89.4355
ZONE T="time=        9.83  fan harmonics" I=5 F=POINT
   3466.2032    138.8382
   6932.4064    130.4405
  10398.6095    115.6892
  13864.8127    106.6892
  17331.0159     97.6892
##########################################
# retarded time	=      9.9002
# source time	=      6.2000
# speed of sound=    342.3212
# xpos	=  -1174.4000
# ypos	=      0.1000
# alt	=    475.8000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     40.7210
# phiy  =      0.0000
# dist  =   1266.6730
# distxy=   1174.4000
# vel   =     86.0000
# n1    =     90.0562
##########################################
ZONE T="time=        9.90 airframe broadband" I=31 F=POINT
     25.6653    100.5221
     32.0816    101.4912
     40.4228    102.4950
     51.3305    103.5324
     64.1632    104.5015
     80.8456    105.5053
    102.6611    106.5427
    128.3264    107.5118
    160.4079    108.4809
    205.3222    108.8153
    256.6527    108.8593
    320.8159    108.5942
    404.2280    107.7870
    513.3054    106.7495
    641.6318    105.7804
    808.4560    104.7767
   1026.6108    103.7392
   1283.2635    102.7701
   1604.0794    101.8010
   2053.2217    100.7289
   2566.5271     99.7598
   3208.1588     98.7907
   4042.2801     97.7870
   5133.0541     96.7495
   6416.3177     95.7804
   8084.5603     94.7767
  10266.1083     93.7392
  12832.6354     92.7701
  16040.7942     91.8010
  20532.2166     90.7289
  25665.2707     89.7598
ZONE T="time=        9.90 engine broadband (no buzzsaw)" I=31 F=POINT
     25.6653    116.8386
     32.0816    116.8386
     40.4228    116.8386
     51.3305    116.8386
     64.1632    116.8386
     80.8456    117.7798
    102.6611    118.5686
    128.3264    119.1286
    160.4079    119.4990
    205.3222    119.7465
    256.6527    119.7580
    320.8159    119.6521
    404.2280    119.3733
    513.3054    118.8395
    641.6318    118.2254
    808.4560    117.5927
   1026.6108    116.9432
   1283.2635    116.4619
   1604.0794    116.3408
   2053.2217    116.8111
   2566.5271    117.6953
   3208.1588    118.7498
   4042.2801    119.7994
   5133.0541    120.6798
   6416.3177    121.2243
   8084.5603    121.4647
  10266.1083    121.3454
  12832.6354    120.8910
  16040.7942    120.0987
  20532.2166    118.8234
  25665.2707    117.3117
ZONE T="time=        9.90 engine buzzsaw noise" I=31 F=POINT
     25.6653     91.5366
     32.0816     91.5366
     40.4228     91.5366
     51.3305     91.5366
     64.1632     91.5366
     80.8456     94.5831
    102.6611     97.7535
    128.3264    100.7452
    160.4079    103.7811
    205.3222    107.2165
    256.6527    110.4219
    320.8159    113.7574
    404.2280    117.3878
    513.3054    119.8086
    641.6318    123.5157
    808.4560    128.2255
   1026.6108    126.4667
   1283.2635    123.8424
   1604.0794    124.2818
   2053.2217    122.6429
   2566.5271    119.6331
   3208.1588    116.6590
   4042.2801    113.6033
   5133.0541    110.4617
   6416.3177    107.5372
   8084.5603    104.5148
  10266.1083    101.3949
  12832.6354     98.4833
  16040.7942     95.5733
  20532.2166     92.3550
  25665.2707     89.4467
ZONE T="time=        9.90  fan harmonics" I=5 F=POINT
   3465.5870    138.8271
   6931.1740    130.4061
  10396.7610    115.6776
  13862.3480    106.6776
  17327.9350     97.6776
##########################################
# retarded time	=     10.0730
# source time	=      6.4000
# speed of sound=    342.3187
# xpos	=  -1163.8000
# ypos	=      0.1000
# alt	=    477.1000
# xobs  =      0.0000
# yobs  =      0.0000
# zobs  =      1.2000
# phix  =     40.9569
# phiy  =      0.0000
# dist  =   1257.3429
# distxy=   1163.8000
# vel   =     86.0000
# n1    =     90.0605
##########################################
ZONE T="time=       10.07 airframe broadband" I=31 F=POINT
     25.6490    100.5109
     32.0613    101.4800
     40.3972    102.4837
     51.2980    103.5212
